Reviewer,Rating,Review Text
Geekygirl Revolution,5,"They couldn't have picked a better person to be Arielle.  Halle truly embodied Arielle's soul!  The movie was breathtaking!  I loved every minute!
The music was also amazing!"
K. Davis-Allen,5,The kiss the girl scene.
SA1104,2,The visual effects were very impressive watching the movie in Real 3D but overall the movie is not something I would want to watch again on a television. My daughter said the same thing after we left the theater.
Desiree,4,"Although it may not have what I grew up watching, I really enjoyed it. What made me love it even more was the joy and pride it brought my girls watching it. I already had to find the doll for my youngest ( at Target if anyone wants to know)"
kristen,5,the singing was absolutely amazing! we loved Sebastian so much! Hilarious!
Sandra S,5,It was a great adaptation of the original story. It was entertaining from beginning to end. I also love the Caribbean representation.
Virginia Pomerantz,5,Good acting and music. Beautiful color throughout
Brigid B,5,Beautiful singing!! Ursula was amazing! Flounder was a little creepy lol
Rachel,5,The whole thing was beautiful!
Diane,5,Great movie. Maybe a bit too long for the kids. Some started to get restless. Great choice of actors playing the characters. 3D was really good! Gotta go see it for yourself!
david s,5,An incredible and sweeping synthesis of ingenuity and spirit - outstanding in every aspect of movie-making. So thankful to anyone who had anything to do with this production - amazing.
N/A,5,"That it would be brighter, but I guess cause its about living in the sea"
Kristal S,5,Loved!!! It was everything I thought it would be and more. My daughter Loved it so much that she said she wanted to be a mermaid too.
Carrie,5,Beautifully done. The music and actors were amazing.
LaTasha Wilson,5,I completely love the entire movie the cast the setting the music all it was so so beautiful I would so amazing so enjoyed being in the theater watching and enjoying this wonderful production I am at all of everything that was done and I commend the entire cast crew lighting settings etc. It was amazing
dallas cox,5,"I was pleasantly surprised on how much I like this movie! The lead was great, the songs were better, I highly recommend you take your family to see this movie!"
Georgian  D,5,"Amazing. The graphics , her vocals , great job."
Sofia,4,"I really liked it, her voice is incredible"
Tika Stev,5,10/10 I cried a little. This movie deserves awards. Taking my daughters and their friends to see this movie brought me back to when I saw the movie when I was a kid.
Gwendolyn Carter,5,This movie was amazing  Halle Bailey did her thing in this movie
Melissa C,4,It was so cute! I loved it and so did my Granddaughter
CLS,5,The movie was great. Loved the underwater scenes and activity. Adults and teens should enjoy this probably more than younger children.
LA,5,Hailey was indeed a princess. I was happy to see that there were deviations from the original make. Most likable was Ariel's family--seen in every race/color. This is one of Disney's best live-action remakes I've ever seen.
tasha0508,5,The movie was absolutely great! The new songs just added to the greatest of it.
tia a,5,Fantastic experience!
Martina,5,It is absolutely beautiful.
A. Neely,5,Loved the diversity of the cast! I really enjoyed it.
Jesenia,5,I loved the movie it wS excellent
Lisa C,5,"Loved it! Halle Baileys beautiful performance, the cinematography, the singing of my favorite songs, the voice actors, I literally got chills at certain parts. The familiar story told in beautiful live action. Perfect"
3,5,🧜‍♀️everyone was bbgs
Karena B,5,It was fantastic! I had a great time
Arturo  L,5,Honestly such a great movie!!! My daughter and I loved it .
charnel,5,Absolutely loved every minute of the movie
Rslthomas,5,A great take on the original.
Doniqua N,5,This movie is SO GOOD! me and my mother love this movie. Hallie Bailey was beautiful and then she sing!! I almost cry.
"Chantelle

Telley",5,"The movie was so fun and kept me and the kids' attention. I also laughed and I don't usually laugh in movies,  especially geared for kids. Wouldn't mind watching it again!"
Google,5,Halle was amazing. Loved the addtl character development for Eric.
Meg,2,Too far off from the original.
stacey,4,Halle Bailey is a star. wow. Great time and true to animated version which was fun
A+,5,A fresh fatais on a classic. Everyone was perfectly cast. I loved reliving it and letting my kids be a part of this world.
Hecmarie,5,Loved it! Halle did an amazing job! 💜
Tamesia,4,"I absolutely loved it, It’s a must see!!! Grab your daughter, step daughter, God daughter, niece and take them to see this amazing movie!!! Thank me later"
Kelis V,5,"GREAT MOVIE!!!! The acting, singing, animation, costumes…Everything was great! Definitely a must see & a purchase for home. My 11 yrs old twins (boy/girl) loved it, my son was surprised how much he enjoyed it. Awesome job from cast & crew!"
Chris Smith,5,"Beautiful, wholesome and so admirable. Loved it with all my heart and Halle Bailey is a natural STAR🤭♥️"
Kim,5,Well done Disney! This was amazing!
Vincent H,5,Truly magical movie that stayed true to the original while also adding a bit more back story to the main characters. Halle and Melissa were top notch!
"Merced

mercy",5,"A very good movie! I would definitely recommend. it brought back memories from my childhood.
halle did good along with the other cast."
code,2,Few good parts. Mostly cringy
Janel W,5,My daughter and I really enjoyed it!
Carl B,5,"It was a great production that told the story from many different perspectives. A must see, especially if you liked the original!"
Dwan,5,amazing movie and really great 3d
Charlene K,5,It was amazing my granddaughter loved the movie
Darryl A,5,I liked those 2 songs: “Under the Sea” and “Kiss the Girl”
Vince,5,"Haven't seen the original in a while but I think I liked this one better. Actually got choked up a little at times. Halle Bailey had a 
n incredible performance."
Jessica C,1,Terrible. Cheesy. Bad acting. Bad singing.
Lynette H,5,Had me from the beginning!! I saw the 3D version and recommend it. Great casting and I will watch it again.
Sean H,5,Great job. All the feels.
Christopher,5,I loved the movie!!! They did a fantastic job and followed the story from the cartoon!! Well made movie!!
Tamara D,5,I really enjoyed this movie. The story plot  kept you engage. Made you laugh cry and sing. My husband went with me he didn’t want to but he had to  admit it was good.
MermaidEnthusiast,5,A great reimagining of a classic.
Twyla A,5,4DX it was awesome! Probably my first and last 4DX lol it was an experience.
MC,5,"A bit long for the little ones, but overall a great experience. I would say age 7 or up on the scare factor"
Keny,5,Better than expected
Kierra H,5,I loved it! so much fun . I'm gonna a go see it again
Bernadette  W,5,Absolutely loved it!!! 4D is must
Latoshia1920,5,The movie was better than the original with a great message! Our family really enjoyed it!!
Moet,4,Very Beautiful Movie!!!
Zijeer Griffith,5,Great movie would definitely recommend and go see it again
Monique,5,"Better than the original, which is one of my top 5 movies. It was so visually stunning. I can do without the new Sebastian and Scuttle voices, but Halle and Melissa were amazing!"
Alex,5,Everthing in the movie was good.
Shelby,5,It is such a great movie!
Lexi,5,"SO GOOD!!! Absolutely better than the original!! The cast was phenomenal and I loved the expanded story and new songs. Such a beautiful, emotional, INCREDIBLE film!!!"
Maureen,5,Movie was amazing!  I wouldnt change a thing!
Kayla E,3,Some of the big moments felt rushed and lacked passion.
Juan,5,Halle Bailey did amazing as Ariel! Everything about the movie was just spectacular. The accuracy to the animated and even the scenes that were adapted to it were fun and cute. Melissa McCarthy was perfect for the role! Would absolutely see it again and again.
Thomas,5,Fantastic movie! Halle Bailey and Melissa McCarthy were excellent as Ariel and I loved it as much as the original!
Shasta,5,Very good movie for the whole family
Destiny,5,"I love it, Halle Bailey, Melissa McCarthy, everybody performance, the music, the visual. It was everything I hoped for and more. I love Ariel and Eric you really felt how much they love each other. Incredible!!!!!!!!!!"
